CD;Grupos o racimos de diferenciación;Coito dirigido;Colon descendente;Coronaria derecha arteria;Cuenta Dedos;Oxigenoterapia crónica domiciliaria;Relación Copa/Disco;;;;
cd;Cuenta dedos;;;;;;;;;;
CD4;Linfocitos cooperadores inductivos;;;;;;;;;;
CDC;Centro para el control y prevención de enfermedades, Estados Unidos;;;;;;;;;;
CDDP;Cisdiaminodicloroplatino o cisplatino;;;;;;;;;;
CDI;Carcinoma ductal infiltrante;;;;;;;;;;
CDM;Categoría diagnóstica mayor;;;;;;;;;;
CDP;Citidina difosfato;;;;;;;;;;
CE;Cardioversión eléctrica;Carótida externa;Centro de especialidades;Circulación extracorpórea;Cistografía estática;Consulta externa;Cuerpo extraño;;;;
CEA;Antígeno carcinoembrionario;Comisión de ética asistencial;Comité de ética asistencial;;;;;;;;
CEC;Circulación extracorpórea;;;;;;;;;;
CEMP;Campo electromagnético pulsátil;;;;;;;;;;
CENS;Cirugía endoscópica nasosinusal;;;;;;;;;;
CER;Colangiografía endoscópica retrógrada;;;;;;;;;;
CEX;Consulta externa;;;;;;;;;;
CFA;Células formadoras de anticuerpos;Adyuvante completo de Freund;;;;;;;;;
CFC;Capacidad formadora de colonias;;;;;;;;;;
CFCT;Complejo fibrocartílago triangular;;;;;;;;;;
CFM;Ciclofosfamida;;;;;;;;;;
CFR;Capacidad funcional residual;;;;;;;;;;
CFU;Unidades formadoras de colonias;;;;;;;;;;
CG;Carcinoma gástrico;Crioglobulina;Cromatografía de gases;;;;;;;;
CGD;Cirugía general y digestivo;;;;;;;;;;
CGI;Escala de impresión clínica global;;;;;;;;;;
CGN;Cocos gramnegativos;;;;;;;;;;
CGP;Cocos grampositivos;;;;;;;;;;
CGSM;Sistema de monitorización glucémica continua de 24h;;;;;;;;;;
cGy;Unidad de dosis de radiación absorbida equivalente a un rad;;;;;;;;;;
CH;Carcinoma hepático;Cirrosis hepática;Concentrado de hematíes;Crisis hipertensiva;;;;;;;
CHC;Carcinoma hepatocelular;;;;;;;;;;
cHDL;Colesterol HDL;;;;;;;;;;
CHOP;Ciclofosfamida, hidroxidaunomicina, Oncovín® y prednisona;;;;;;;;;;
CI;Capacidad inspiratoria;Cardiopatía isquémica;Carótida izquierda;Claudicación intermitente;Coeficiente intelectual;Coitus interruptus;Colon irritable;Consentimiento informado;Coronaria izquierda arteria;Cuerpo de inclusión;Cuidados intensivos
CIA;Comunicación interauricular;;;;;;;;;;
CIA OP;Comunicación interauricular tipo ostium primun;;;;;;;;;;
CIA OS;Comunicación interauricular tipo ostium secundum;;;;;;;;;;
CID;Carcinoma intraductal;Carótida interna derecha;Coagulación intravascular diseminada;Cuadrante inferior derecho;;;;;;;
CIE;Clasificación Internacional de Enfermedades;Contrainmunoelectroforesis;Cuadrante inferior externo;Cuadrantectomía inferoexterna;;;;;;;
CIE-9-MC;Clasificación Internacional de Enfermedades 9.ª revisión Modificación Clínica;;;;;;;;;;
CIE-O;Clasificación Internacional de Enfermedades para Oncología Cig.;Cigarrillo;;;;;;;;;
CIEMD;Cuadrante inferior externo de mama derecha;;;;;;;;;;
CIEMI;Cuadrante inferior externo de mama izquierda;;;;;;;;;;
CII;Carótida interna izquierda;Cuadrante inferior interno;Cuadrantectomía inferointerna;;;;;;;;
CIIMD;Cuadrante inferior interno de mama derecha;;;;;;;;;;
CIIMI;Cuadrante inferior interno de mama izquierda;;;;;;;;;;
CIL;Cilindro;;;;;;;;;;
CIM;Concentración inhibitoria mínima;;;;;;;;;;
CIM 90;Concentración inhibitoria mínima frente al 90% de las cepas;;;;;;;;;;
CIN;Neoplasia intraepitelial de cuello uterino;;;;;;;;;;
CIN I;Neoplasia intraepitelial de cuello uterino tipo 1;;;;;;;;;;
CIN II;Neoplasia intraepitelial de cuello uterino tipo 2;;;;;;;;;;
CIN III;Neoplasia intraepitelial de cuello uterino;;;;;;;;;;
CIO;Colangiografía intraoperatoria;;;;;;;;;;
CIP;Ciprofloxacino;Código de identificación personal;Cuidados intensivos pediátricos;;;;;;;;
CIPE;Codificación de intervenciones de enfermería;;;;;;;;;;
CIR;Crecimiento intrauterino retardado;;;;;;;;;;
CIS;Carcinoma in situ;Cisplatino;;;;;;;;;
CIUR;Crecimiento fetal intrauterino retardado;;;;;;;;;;
CIV;Comunicación interventricular;;;;;;;;;;
CJ;Creutzfeldt-Jakob;;;;;;;;;;
CJD;Enfermedad de Creutzfeldt-Jakob;;;;;;;;;;
CJS;Síndrome de Creutzfeldt-Jakob;;;;;;;;;;
CK;Creatincinasa;Creatín-fosfo-quinasa;;;;;;;;;
CK-MB;Creatincinasa fracción MB;;;;;;;;;;
CL;Caldwell-Luc;Cirugía laparoscópica;Aclaramiento;Colecistectomía laparoscópica;Cuerpo lúteo;;;;;;
Cl;Símbolo químico del Cloro;;;;;;;;;;
CLCR;Clearance o aclaramiento de creatinina;;;;;;;;;;
Clcr;Aclaramiento de creatinina;;;;;;;;;;
cLDL;Colesterol de las lipoproteínas de baja densidad;;;;;;;;;;
CLF;Cloramfenicol;;;;;;;;;;
CLIS;Carcinoma lobulillar in situ;;;;;;;;;;
ClNa;Cloruro de sodio;;;;;;;;;;
CM;Cambios mínimos;Cáncer de mama;Carcinoma metastásico;Componente monoclonal;;;;;;;
CMA;Cirugía mayor ambulatoria;Complejo Mycobacterium avium;;;;;;;;;
CMBD;Conjunto mínimo básico de datos;;;;;;;;;;
CMBDH;Conjunto mínimo básico de datos de hospitalización;;;;;;;;;;
CMC;Carpometacarpiana;Centro médico coordinador;;;;;;;;;
CMF;Ciclofosfamida, metotrexato y fluorouracilo;Cirugía maxilofacial ;;;;;;;;;
CMI;Inmunidad mediada por células;Concentración mínima inhibitoria;;;;;;;;;
CMP;Citidina monofosfato;;;;;;;;;;
CMV;Citomegalovirus;;;;;;;;;;
CMZ;Carbimazol;;;;;;;;;;
CN;Cólico nefrítico;;;;;;;;;;
CND;Cólico nefrítico derecho;;;;;;;;;;
CNI;Cólico nefrítico izquierdo;;;;;;;;;;
CNIO;Centro Nacional de Investigaciones Oncológicas;;;;;;;;;;
CO;Cáncer de ovario;Monóxido de Carbono;Consciente y orientado;;;;;;;;
CO2;Dióxido de carbono;;;;;;;;;;
COBC;Consciente, orientado y buena coloración;;;;;;;;;;
COC;Consciente, orientado y colaborador;;;;;;;;;;
COD;Cáncer de origen desconocido;;;;;;;;;;
COMT;Catecol-O-metiltransferasa;;;;;;;;;;
CON;Ciclopropano, oxígeno y nitrógeno, mezcla anestésica;;;;;;;;;;
COT;Cirugía ortopédica y traumatología;;;;;;;;;;
CP;Cáncer de próstata;Cáncer de pulmón;Cáncer pancreático;Cardiopulmonar;Cisplatino;Concentrado de plaquetas;Creatinfosfato;Cuidados paliativos;;;
CPAP;Presión positiva continua en la vía respiratoria;;;;;;;;;;
CPC;Cor pulmonale crónico;Corazón pulmonar crónico;;;;;;;;;
CPCP;Carcinoma pulmonar de células pequeñas ;;;;;;;;;;
CPDD;Cisplatino diaminodicloruro;;;;;;;;;;
CPE;Ciático poplíteo externo;Cirugía pediátrica ;Colangiopancreatografía endoscópica;;;;;;;;
CPG;Conjuntivitis Papilar Gigante;;;;;;;;;;
CPIA;Contrapulsación intraaórtica;;;;;;;;;;
CPK;Creatinfosfocinasa;;;;;;;;;;
CPK;Creatín-fosfo-quinasa;;;;;;;;;;
CPK-MB;Creatinfosfocinasa fracción MB;;;;;;;;;;
CPKMB;Creatinfosfocinasa fracción MB;;;;;;;;;;
CPL;Cirugía plástica ;;;;;;;;;;
CPM;Carpometacarpiana;Cistograma postmiccional;;;;;;;;;
CPO;Control postoperatorio;;;;;;;;;;
CPPL;Cefalea postpunción lumbar;;;;;;;;;;
CPPV;Ventilación con presión positiva continua;;;;;;;;;;
CPR;Colangiopancreatografía retrógrada;;;;;;;;;;
CPRE;Colangiopancreatografía retrógrada endoscópica;;;;;;;;;;
CPRM;Colangiopancreatografía por resonancia magnética;;;;;;;;;;
CPRMN;Colangiopancreatografía por resonancia magnética nuclear;;;;;;;;;;
CPT;Cáncer papilar de tiroides;Capacidad pulmonar total;Control postransfusional;"Terminología actual
sobre procedimientos";;;;;;;
CPV;Complejos prematuros ventriculares;;;;;;;;;;
CR;Cociente respiratorio;Cólico renal;Creatinina;;;;;;;;
CRABP;Proteína celular fijadora de ácido retinoico;;;;;;;;;;
CRD;Cólico renal derecho;;;;;;;;;;
CRE;Colangiografía retrógrada endoscópica;;;;;;;;;;
CREST;Calcinosis cutánea, fenómeno de Raynaud, disfunción esofágica, esclerodactilia y telangiectasia, síndrome;;;;;;;;;;
CRF;Capacidad residual funcional;"Insuficiencia renal
Crónico";Insuficiencia respiratoria crónica;;;;;;;;
CRH;Hormona estimulante de la corticotrofina;;;;;;;;;;
CRI;Capacidad de reserva inspiratoria;Cólico renal izquierdo;;;;;;;;;
CRM;Cirugía de revascularización miocárdica;;;;;;;;;;
CRM sin CEC;Cirugía de revascularización miocárdica sin circulación extracorpórea;;;;;;;;;;
CRO;Organización de investigación por contrato;;;;;;;;;;
CRS;Complejo relacionado con el sida;;;;;;;;;;
CRVM;Cirugía de revascularización miocárdica;;;;;;;;;;
CS;Centro de salud;;;;;;;;;;
CsA;Ciclosporina A;;;;;;;;;;
CSA;Catarata Subcapsular Anterior, las opacidades;;;;;;;;;;
Csc;Con su corrección;;;;;;;;;;
CSC;Con Su Corrección óptica;;;;;;;;;;
CSE;Cuadrante superior externo;Cuadrantectomía superoexterna;;;;;;;;;
CSEMD;Cuadrante superior externo de mama derecha;;;;;;;;;;
CSEMI;Cuadrante superior externo de mama izquierda;;;;;;;;;;
CSF;Factor estimulante de colonias;;;;;;;;;;
CSI;Cuadrante superior interno;Cuadrantectomía superointerna;;;;;;;;;
CSIC;Consejo Superior de Investigaciones Científicas;;;;;;;;;;
CSIMD;Cuadrante superior interno de mama derecha;;;;;;;;;;
CSIMI;Cuadrante superior interno de mama izquierda;;;;;;;;;;
CsIV;Cesio intravaginal;;;;;;;;;;
CSM;Centro de salud mental;;;;;;;;;;
CSP;Catarata Subcapsular posterior, las opacidades;;;;;;;;;;
CST;Cesárea segmentaria transversa;;;;;;;;;;
CT;Calcitonina;Colesterol total;Colon transverso;Tomografía computarizada;;;;;;;
CTG;Cardiotocografía;;;;;;;;;;
CTL;Compuestos tóxicos persistentes;"Linfocito T
Citotóxico";;;;;;;;;
CTO;Cirugía torácica ;;;;;;;;;;
CTP;Trifosfato de citidina;;;;;;;;;;
CTPH;Colangiografía transparietohepática;;;;;;;;;;
CTX;Cefotaxima;Ciclofosfamida;;;;;;;;;
CU;Cordón umbilical;;;;;;;;;;
CU:AVA;Cordón umbilical: arteria, vena, arteria;Cordón umbilical;arteria, vena, arteria;;;;;;;;
CU=2A+1V;Cordón umbilical con dos arterias y una vena;;;;;;;;;;
CUM;Cistouretrografía miccional;Clínica Universitaria de Navarra;;;;;;;;;
CUMS;Cistouretrografía miccional seriada;;;;;;;;;;
CV;Calidad de vida;Campos visuales;Capacidad vital;Cardiovascular;Cardioversión;Carga viral;Ciclofosfamida y vincristina;Coeficiente de variación;Cuerda vocal;Cúpula vaginal;Curriculum vitae
CVA;Cirugía vascular;;;;;;;;;;
CVD;Cuerda vocal derecha;;;;;;;;;;
CVE;Cardioversión eléctrica;;;;;;;;;;
CVI;Crecimiento ventricular izquierdo;Cuerda vocal izquierda;;;;;;;;;
CX;Arteria coronaria circunfleja;Cérvix o cuello uterino;Cirugía;;;;;;;;
CyA;Cultivo y antibiograma;Ciclosporina A;;;;;;;;;
CYC;Ciclofosfamida;;;;;;;;;;
CyC;Cabeza y cuello;;;;;;;;;;
CYL;Cilindro;;;;;;;;;;
CyO;Consciente y orientado;;;;;;;;;;
CYR;Captación de yodo radiactivo;;;;;;;;;;
CZ;Carbimazol;;;;;;;;;;
D;Derecho;Desayuno;Diagnóstico;Diálisis;Dioptría;Diuresis;Dosis;Vitamina;;;
D-C-C;Desayuno, comida y cena;;;;;;;;;;
D1, D2, ..., D12;1ª, 2ª, ..., 12ª vértebras dorsales o torácicas;;;;;;;;;;
D2;Ergocalciferol, vitamina;;;;;;;;;;
D3;Colecalciferol, vitamina;;;;;;;;;;
DA;Dermatitis atópica;Descendente anterior ;Doble anexectomía;Ductus arterioso;;;;;;;
DAA;Diarrea asociada a antibióticos;Doble arco aórtico;;;;;;;;;
DAB;Dolor abdominal;;;;;;;;;;
DAE;Desfibrilador  automático externo;;;;;;;;;;
DAI;Desfibrilador  automático implantable;;;;;;;;;;
DAP;Diámetro anteroposterior;Ductus arterioso persistente;;;;;;;;;
DAR;Dolor abdominal recurrente;;;;;;;;;;
DAV;Dispositivo de acceso vascular;Dispositivo de asistencia ventricular;;;;;;;;;
DBM;Dobutamina;;;;;;;;;;
DBP;Diámetro biparietal;;;;;;;;;;
DBT;Diabetes;Dobutamina;;;;;;;;;
DC;Diagnóstico clínico;Diarrea crónica;Displasia cervical;Donante cadáver;;;;;;;
DCCT;Diabetes control and complications trials research group;;;;;;;;;;
DCM;Deterioro cognitivo mínimo;;;;;;;;;;
DCR;Dacriocistorrinostomía;;;;;;;;;;
DD;Diagnóstico diferencial;;;;;;;;;;
DDAVP;1-desamino-8-D-argininavasopresina ;;;;;;;;;;
DDD;Diclorodifenildicloroetano;Double Double Double ;;;;;;;;;
DDDR;Marcapasos de doble sensado, doble estímulo y doble respuesta;;;;;;;;;;
DDI;Diabetes dependiente de insulina;Marcapasos con estimulación auricular y ventricular secuencial;;;;;;;;;
ddl;2´,3´-desoxicinosina ;;;;;;;;;;
DDP;Diaminodicloroplatino ;;;;;;;;;;
DDT;Diclorodifeniltricloroetano;;;;;;;;;;
DDVI;Diámetro diastólico de ventrículo izquierdo;;;;;;;;;;
DE;Desviación estándar;Disfunción erectil;;;;;;;;;
DEA;Demencia en la enfermedad de Alzheimer;Descompensación edemoascítica;;;;;;;;;
DEM;Disociación electromecánica;;;;;;;;;;
DEP;Desprendimientos de Epitelio Pigmentario;;;;;;;;;;
DER;Dermatología ;;;;;;;;;;
DEVD;Doble entrada del ventrículo derecho;;;;;;;;;;
DEVI;Doble entrada del ventrículo izquierdo;;;;;;;;;;
DEXA;Absorciometria dual de rayos X;;;;;;;;;;
DFD;Densitometría fotónica dual;;;;;;;;;;
DFH;Difenilhidantoína;;;;;;;;;;
DFU;Densitometría de fotón único;;;;;;;;;;
DG;Diabetes gestacional;;;;;;;;;;
DGM;Disfunción de las glándulas de Meibomio;;;;;;;;;;
DHEA;Deshidroepiandrosterona;;;;;;;;;;
DHEA;Dehidroepiandrosterona;;;;;;;;;;
DHT;Dihidroergotamina;Dihidrotestosterona;;;;;;;;;
DHT;Dihidrotestosterona;Tiempo de hemorragia;Tiroiditis de Hashimoto;Trasplante hepático;;;;;;;
DI;Diabetes insípida;Dosis inhibitoria mínima;;;;;;;;;
DI;Derivaciones del electrocardiograma;;;;;;;;;;
DIA;Diabetes de inicio en adultos;Diarrea infecciosa aguda;;;;;;;;;
DICT50;Dosis infecciosa 50 en cultivo de tejido;;;;;;;;;;
DID;Diabetes insulinodependiente;;;;;;;;;;
DIG;Digestivo ;;;;;;;;;;
DII;Derivaciones del electrocardiograma;;;;;;;;;;
DIII;Derivaciones del electrocardiograma;;;;;;;;;;
DIP;Distancia Interpupilar;;;;;;;;;;
DIRAYA;Historia digital de salud única del ciudadano;;;;;;;;;;
DIT;Diyodotirosina;;;;;;;;;;
DIU;Dispositivo intrauterino;;;;;;;;;;
DIVAS;Angiografía digital intravenosa de sustracción;;;;;;;;;;
DL;Decúbito lateral;Dislipemia;Dosis letal;;;;;;;;
DLCO;Capacidad de difusión pulmonar del monóxido de carbono;;;;;;;;;;
DLD;Decúbito lateral derecho;;;;;;;;;;
DLI;Decúbito lateral izquierdo;;;;;;;;;;
DLM;Dentro de los límites normales;Doble lesión mitral;;;;;;;;;
DLN;Dentro de los Límites Normales;;;;;;;;;;
DLP;Dislipemia;;;;;;;;;;
DM;Densitometría;Dermatomiositis;Diabetes mellitus;Duramadre;;;;;;;
DM tipo 1;Diabetes mellitus juvenil, con tendencia a la cetosis, de comienzo juvenil, diabetes mellitus insulinodependiente;;;;;;;;;;
DM tipo 2;Diabetes mellitus del adulto, de la madurez, resistente a la cetosis, diabetes mellitus no insulinodependiente;;;;;;;;;;
DM1;Diabetes mellitus tipo 1;;;;;;;;;;
DM2;Diabetes mellitus tipo 2;;;;;;;;;;
DMA;Dimetilamina;Dimetilarsénico;;;;;;;;;
DMAE;Degeneración Macular Asociada a la Edad;;;;;;;;;;
DMARD;Fármaco modificador de la enfermedad;;;;;;;;;;
DMG;Diabetes mellitus gestacional;;;;;;;;;;
DMID;Diabetes mellitus insulino-dependiente;;;;;;;;;;
DMNID;Diabetes mellitus no insulino-dependiente;;;;;;;;;;
DMO;Densitometría ósea;;;;;;;;;;
DMP;Disfunción del músculo papilar ;;;;;;;;;;
DMS;Manual diagnóstico y estadística de los trastornos mentales;;;;;;;;;;
DNA;Ácido desoxirribonucleico;;;;;;;;;;
DnE;Donante no emparentado;;;;;;;;;;
DNI;Documento nacional de indentidad;;;;;;;;;;
DNID;Diabetes no insulinodependiente;;;;;;;;;;
DNN;Depresión neonatal;;;;;;;;;;
DOCA;Desoxicorticosterona;;;;;;;;;;
DOM;Dimetoximetil anfetamina;;;;;;;;;;
DOPA;Dihidroxifenil-alanina o dopamina;;;;;;;;;;
DOTE;Desorientación temporoespacial;;;;;;;;;;
DP;Decúbito prono;Derrame pericárdico;Descendente posterior ;Diagnóstico principal;Diálisis peritoneal;;;;;;
DP;Diámetro Pupilar;;;;;;;;;;
DP Escotópica;Diámetro Pupilar Escotópica;;;;;;;;;;
DP Mesópico;Diámetro Pupilar Mesópico;;;;;;;;;;
DPA;Drenaje pulmonar anómalo;;;;;;;;;;
DPAC;Diálisis peritoneal ambulatoria continua;;;;;;;;;;
DPC;Déficit de Proteína C;Desnutrición proteinocalórica;Desproporción pelvicocefálica;Duodenopancreatectomía cefálica;;;;;;;
DPCA;Diálisis peritoneal continua ambulatoria;;;;;;;;;;
DPG;Difosfoglicerato;;;;;;;;;;
DPM;Desarrollo psicomotor;;;;;;;;;;
DPN;Diagnóstico prenatal;Diálisis peritoneal nocturna;Disnea paroxística nocturna;Nucleótido de difosfopiridina;;;;;;;
DPP;Desprendimiento precoz de placenta;Doppler pulsado;;;;;;;;;
DPPI;Derivación portosistémica percutánea intrahepática;;;;;;;;;;
DPPNI;Desprendimiento precoz de la placenta normalmente inserta;;;;;;;;;;
DPS;Déficit de Proteína S;;;;;;;;;;
DPTY;Derivación portosistémica transyugular;;;;;;;;;;
DPx;Diagnóstico principal;;;;;;;;;;
DR;Desprendimiento de retina;Distrés respiratorio;;;;;;;;;
DRA;Diarrea relacionada con antibióticos;Distrés respiratorio agudo;;;;;;;;;
Dra;Doctora;;;;;;;;;;
DRG;Diagnosis Related Groups;;;;;;;;;;
DRGs;Diagnosis Related Groups;;;;;;;;;;
DRT;Desprendimiento de Retina Traccional, propio de la retinopatía diabética avanzada;;;;;;;;;;
DS;Decúbito supino;Demencia senil;Desviación estándar;Diagnóstico secundario;;;;;;;
DSA;Defecto septal auricular;Angiografía digital de sustracción;;;;;;;;;
DSAV;Defecto del septo auriculoventricular;;;;;;;;;;
DSID;Diabetes sacarina insulinodependiente;;;;;;;;;;
DSM;Diagnostic and Statistical Manual;;;;;;;;;;
DSR;Distrofia simpática refleja;;;;;;;;;;
DSTA;Demencia senil tipo Alzheimer;;;;;;;;;;
DSV;Defecto del septo ventricular ;;;;;;;;;;
DSVD;Doble salida del ventrículo derecho ;;;;;;;;;;
DSVI;Diámetro sistólico ventricular izquierdo;Disfunción sistólica del ventrículo izquierdo;Doble salida del ventrículo izquierdo ;;;;;;;;
DT;Delirium tremens;Diámetro torácico;Discinesia tardía;Dolor torácico;;;;;;;
DTA;Demencia tipo Alzheimer;Dolor torácico agudo;;;;;;;;;
DTD;Diámetro telediastólico;;;;;;;;;;
DTDVI;Diámetro telediastólico ventricular izquierdo;;;;;;;;;;
dTGV;Dextrotrasposición de los grandes vasos;;;;;;;;;;
dTMP;Monofosfato de desoxitimidina;;;;;;;;;;
DTN;Defecto del tubo neural;Desviación del tabique nasal;;;;;;;;;
DTP;Vacuna de difteria, tétanos y tos ferina o vacuna triple;;;;;;;;;;
DTS;Diámetro telesistólico;;;;;;;;;;
DTT;Difteria, tétanos y tosferina ;Ditiotreitol;Drenaje transtimpánico;;;;;;;;
DTTOD;Drenaje transtimpánico de oído derecho;;;;;;;;;;
DTTOI;Drenaje transtimpánico de oído izquierdo;;;;;;;;;;
DTX;Dextrostix ;;;;;;;;;;
DU;Dispositivo uterino;;;;;;;;;;
dUDP;Desoxiuridindifosfato;;;;;;;;;;
DUE;Diplomado universitario en enfermería;;;;;;;;;;
dUMP;Desoxiuridinmonofosfato;;;;;;;;;;
DV;Demencia vascular;;;;;;;;;;
DVA;Deficiencia de vitamina A;Derivación ventriculoabdominal;Documento de voluntades anticipadas;;;;;;;;
DVI;Disfunción ventricular izquierda;;;;;;;;;;
DVP;Derivación ventriculoperitoneal;Drenaje venoso pulmonar;Desprendimiento de Vítreo Posterior;;;;;;;;
DVPA;Drenaje venoso pulmonar anómalo;;;;;;;;;;
DVPAP;Drenaje venoso pulmonar anómalo parcial;;;;;;;;;;
DVPAT;Drenaje venoso pulmonar anómalo total;;;;;;;;;;
Dx;Dextrosa;Diagnóstico;;;;;;;;;
DXM;Dexametasona;;;;;;;;;;
DyL;Dilatación y legrado;;;;;;;;;;
DZ;Diazepan;;;;;;;;;;
E;Eosinófilo;Eritrocito;Esófago;Especificidad;Esterilización;Vitamina E;;;;;
EA;Enfermedad actual;Enfermedad de Alzheimer;Espondilitis anquilosante;Estenosis aórtica;;;;;;;
EAA;Espectrometría de absorción atómica;;;;;;;;;;
EAB;Equilibrio ácido-base;;;;;;;;;;
EAC;Endarteriectomía carotídea;Enfermedad arterial coronaria;;;;;;;;;
EACA;Enfermedades asociadas al consumo de alcohol;Ácido epsilonaminocaproico;;;;;;;;;
EAD;Enfermedad articular degenerativa;Enfermedad autosómica dominante;;;;;;;;;
EAHF;Complejo de eccema, asma y fiebre del heno;;;;;;;;;;
EAI;Enfermedad autoinmune;;;;;;;;;;
EAo;Estenosis aórtica;;;;;;;;;;
EAP;Edema agudo de pulmón;Ecografía abdominopélvica;Equipo de atención primaria;;;;;;;;
EAR;Enfermedad autosómica recesiva EAT;Test de actitudes hacia la alimentación;;;;;;;;;
EB;Endocarditis bacteriana;Enema de bario;Epitelioma basocelular;Epstein-Bar;Espina bífida;Exceso de bases;;;;;
EBA;Equipos de base asociativa;Exploración bajo anestesia;;;;;;;;;
EC;Edad cronológica;Enfermedad celiaca;Enfermedad común;Enfermedad coronaria;Enfermedad de Crohn;Escherichia coli;Exploraciones complementarias;;;;
ECA;Enzima conversora de la angiotensina;;;;;;;;;;
ECC;Circulación extracorpórea;;;;;;;;;;
ECG;Electrocardiograma;;;;;;;;;;
ECHO;Virus huérfanos humanos entéricos citopatogénicos;;;;;;;;;;
ECJ;Enfermedad de CreutzfeldtJakob;;;;;;;;;;
ECM;Enfermedad con cambios mínimos;Esternocleidomastoideo;;;;;;;;;
ECMO;Oxigenación por membrana extracorpórea;;;;;;;;;;
ECP;Embarazo cronológicamente prolongado;Enfermedad crónica del pulmón;Enfermedad de las cadenas pesadas;;;;;;;;
ECT;Tomografía computarizada de emisión;;;;;;;;;;
ECV;Enfermedad cardiovascular;Enfermedad cerebrovascular;;;;;;;;;
ECVA;Enfermedad cardiovascular arterioesclerótica;Enfermedad cerebrovascular arterioesclerótica;;;;;;;;;
EDG;Electrodermatografía;Electrodinograma;;;;;;;;;
EDO;Enfermedad de declaración obligatoria;;;;;;;;;;
EDTA;Ácido edético;Ácido etilendiaminotetracético;;;;;;;;;
EE;Embarazo ectópico;Error estándar;Esfinterotomía endoscópica;Extracción extracapsular;Extremidades;;;;;;
EEB;Encefalopatía espongiforme bovina;;;;;;;;;;
EEC;Extracción extracapsular de cristalino ;;;;;;;;;;
EECC;Exploraciones complementarias;Extracción extracapsular de cataratas;;;;;;;;;
EED;Ecocardiograma de estrés con dobutamina;;;;;;;;;;
EEDBT;Ecocardiograma de estrés con dobutamina;;;;;;;;;;
EEDD;Extremidades derechas;;;;;;;;;;
EEF;Estudio electrofisiológico;;;;;;;;;;
EEG;Electroencefalograma;;;;;;;;;;
EEII;Extremidades inferiores;Extremidades izquierdas;;;;;;;;;
EEM;Error estándar de la media;;;;;;;;;;
EES;Encefalopatía espongiforme subaguda ;;;;;;;;;;
EESS;Extremidades superiores;;;;;;;;;;
EEUU;Estados Unidos de Norteamérica;;;;;;;;;;
EF;Edad fetal;Electroforesis;Espiración forzada;Espirometría forzada;Exploración física;Exploración funcional;;;;;
EFG;Factor de crecimiento endotelial;"Factor de crecimiento
Epidérmico";;;;;;;;;
EFQM;Fundación Europea para la Gestión de la Calidad;;;;;;;;;;
EFR;Exploración funcional respiratoria;;;;;;;;;;
EG;Edad gestacional;Escala de Glasgow;Estado general;;;;;;;;
EGB;Estreptococo del grupo B;;;;;;;;;;
EGD;Esofagogastroduodenoscopia;Estudio gastroduodenal ;;;;;;;;;
EGG;Electrogastrograma;;;;;;;;;;
EH;Encefalopatía hepática;Enfermedad de Hirschsprung;Enfermedad de Hodgkin;;;;;;;;
EHP;Enfermedad hemolítica perinatal;Esofagopatía por hipertensión portal;Estenosis hipertrófica de píloro;;;;;;;;
EHRN;Enfermedad hemolítica del recién nacido;;;;;;;;;;
EHSC;Enfermedad de Hand-Schüller-Christian;;;;;;;;;;
EI;Endocarditis infecciosa;Espacio intercostal;;;;;;;;;
EIA;Electroinmunoanálisis;Enzimoinmunoanálisis EIAS;Espina ilíaca anterosuperior;;;;;;;;
EIC;Ecografía intracoronaria;Espacio intercostal;Extensión ;;;;;;;;
EICH;Enfermedad del injerto contra el huésped;;;;;;;;;;
EID;Electroinmunodifusión;Extremidad inferior derecha;;;;;;;;;
EII;Enfermedad inflamatoria intestinal;Extremidad inferior izquierda;;;;;;;;;
EIP;Enfermedad inflamatoria pélvica;Enfermedad intersticial pulmonar;Extensor propio del índice;;;;;;;;
EKG;Electrocardiograma;;;;;;;;;;
ELA;Esclerosis lateral amiotrófica;;;;;;;;;;
ELAF;Esclerosis lateral amiotrófica familiar;;;;;;;;;;
ELF;Etopósido, leucovorín y fluorouracilo;;;;;;;;;;
ELI;Esfinterotomía lateral izquierda;;;;;;;;;;
ELISA;Análisis de inmunoabsorción ligada a las enzimas;;;;;;;;;;
ELX;Enfermedad ligada al cromosoma X;;;;;;;;;;
EM;Electromiograma;Eritema multiforme;Esclerosis múltiple;Estancia media;Estenosis mitral;;;;;;
EMA;Enfermedad mitroaórtica;;;;;;;;;;
EMD;Edema macular difuso;;;;;;;;;;
EMG;Electromiografía;Electromiograma;;;;;;;;;
EMH;Enfermedad de la membrana hialina;;;;;;;;;;
EMNG;Electromioneurograma;;;;;;;;;;
EMO;Extracción de material de osteosíntesis;;;;;;;;;;
EMP;Extracción manual de la placenta;;;;;;;;;;
EN;Endovenoso;Eritema nodoso;Esclerosis nodular;Exploración neurológica;;;;;;;
ENA;Antígeno nuclear extraible;;;;;;;;;;
END;Endocrinología ;;;;;;;;;;
ENG;Electroneumografía;Electroneurografía;Electronistagmografía;;;;;;;;
ENM;Enfermedad de neurona motora;;;;;;;;;;
EO;Edad ósea;;;;;;;;;;
EOG;Electroculograma;Electroftalmograma;;;;;;;;;
EOP;Enema opaco;Enfermedad ovárica poliquística;;;;;;;;;
EP;Embolia pulmonar;Enfermedad profesional;Enseñanza primaria;Estenosis pulmonar;Relación excavación/Papila;;;;;;
EPA;Edema pulmonar agudo;Enfermedad poliquística del adulto;;;;;;;;;
